customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,tech_support,streaming_tv,contract,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST00836,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,49.07,2124.1,2,No
CUST00837,Male,0,Yes,No,13,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Mailed check,87.13,1163.02,2,Yes
CUST00838,Male,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card,90.62,2554.49,1,No
CUST00839,Female,0,Yes,Yes,49,Yes,Yes,DSL,No internet service,No,Yes,Two year,No,Credit card,86.89,4291.41,1,No
CUST00840,Male,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Mailed check,114.56,485.48,2,Yes
CUST00841,Male,0,No,No,71,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,55.45,3983.42,0,No
CUST00842,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Electronic check,22.05,1530.3,1,No
CUST00843,Male,0,No,Yes,56,Yes,No,No,Yes,No internet service,No,One year,Yes,Electronic check,110.66,6207.66,2,No
CUST00844,Male,0,No,Yes,25,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Electronic check,34.37,895.51,0,No
CUST00845,Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Two year,No,Electronic check,89.13,460.69,0,Yes
CUST00846,Male,0,Yes,Yes,15,Yes,No phone service,DSL,No,No internet service,No internet service,Month-to-month,No,Bank transfer,107.07,1619.67,0,Yes
CUST00847,Female,0,Yes,No,59,Yes,No phone service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,49.63,2947.76,2,No
CUST00848,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer,102.7,1130.3,3,Yes
CUST00849,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card,51.87,152.2,1,Yes
CUST00850,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,99.01,6165.24,1,No
CUST00851,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,Bank transfer,25.12,1621.23,1,No
CUST00852,Female,1,Yes,No,61,Yes,No phone service,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,84.83,5187.52,2,Yes
CUST00853,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,One year,No,Bank transfer,87.07,472.68,0,No
CUST00854,Male,1,No,No,18,No,No phone service,Fiber optic,No,Yes,No internet service,Two year,No,Mailed check,68.13,1254.7,0,No
CUST00855,Male,0,Yes,Yes,17,Yes,No phone service,No,No,No,No,One year,No,Credit card,88.08,1518.57,2,No
CUST00856,Male,0,Yes,No,42,Yes,No phone service,DSL,No,No,Yes,Month-to-month,No,Electronic check,112.16,4759.25,1,No
CUST00857,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,No internet service,Month-to-month,No,Credit card,92.85,6709.89,0,No
CUST00858,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,116.05,264.97,1,Yes
CUST00859,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.76,4527.73,2,No
CUST00860,Male,0,No,No,37,Yes,No,Fiber optic,No internet service,Yes,No internet service,One year,No,Electronic check,71.89,2675.0,0,No
CUST00861,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No internet service,Yes,Yes,One year,Yes,Bank transfer,44.9,3052.73,1,No
CUST00862,Male,0,No,No,43,Yes,No phone service,DSL,No,No internet service,No internet service,One year,Yes,Bank transfer,118.53,5134.74,3,No
CUST00863,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No,One year,No,Mailed check,23.62,1491.28,3,No
CUST00864,Female,0,No,Yes,41,Yes,No phone service,Fiber optic,Yes,No,No internet service,Month-to-month,No,Bank transfer,54.58,2282.79,1,Yes
CUST00865,Female,0,No,No,63,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,48.37,3071.62,0,No
CUST00866,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No internet service,No,Yes,One year,Yes,Bank transfer,57.42,3071.59,1,No
CUST00867,Male,0,No,No,70,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,111.61,7831.81,2,No
CUST00868,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,No,No internet service,Month-to-month,Yes,Mailed check,55.54,2030.44,1,Yes
CUST00869,Male,0,Yes,No,3,Yes,No,DSL,No,No internet service,Yes,Month-to-month,No,Electronic check,111.53,350.54,2,Yes
CUST00870,Female,0,Yes,No,1,Yes,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Bank transfer,61.18,80.45,3,Yes
CUST00871,Male,0,No,No,43,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Mailed check,105.19,4571.49,1,Yes
CUST00872,Female,1,Yes,Yes,66,Yes,No,No,Yes,No,No internet service,Two year,No,Bank transfer,71.22,4706.09,2,No
CUST00873,Female,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No internet service,Two year,Yes,Electronic check,49.76,3339.18,0,No
CUST00874,Male,0,Yes,No,61,Yes,No phone service,No,No,Yes,No,Month-to-month,No,Electronic check,63.83,3895.8,1,No
CUST00875,Female,0,Yes,No,0,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,61.29,16.0,6,Yes
CUST00876,Male,0,No,No,16,No,No,DSL,Yes,Yes,Yes,One year,Yes,Mailed check,44.51,732.07,0,No
CUST00877,Female,0,Yes,Yes,15,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.54,717.83,2,No
CUST00878,Female,0,No,Yes,8,Yes,No phone service,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,37.02,323.62,0,Yes
CUST00879,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,52.27,2747.21,3,No
CUST00880,Male,0,No,Yes,72,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,81.69,5919.23,4,Yes
CUST00881,Male,0,Yes,No,58,Yes,No,No,No internet service,No,No,One year,No,Bank transfer,57.43,3379.74,2,No
CUST00882,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No internet service,No,Two year,Yes,Mailed check,90.66,756.25,1,Yes
CUST00883,Male,1,Yes,No,11,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,118.67,1310.95,1,Yes
CUST00884,Female,0,Yes,No,40,Yes,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,56.46,2262.83,1,No
CUST00885,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,65.19,951.54,0,Yes
CUST00886,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,34.74,2290.62,0,No
CUST00887,Male,0,Yes,Yes,10,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,58.01,588.2,1,No
CUST00888,Female,0,No,No,7,Yes,No,DSL,No,No,No,One year,Yes,Bank transfer,92.14,657.65,4,No
CUST00889,Female,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,40.18,2207.23,3,No
CUST00890,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Bank transfer,36.57,211.16,0,No
CUST00891,Male,0,Yes,No,52,Yes,No,DSL,No,Yes,No,Two year,Yes,Credit card,56.39,2961.53,0,No
CUST00892,Male,0,No,No,19,Yes,No phone service,Fiber optic,Yes,No,No internet service,Two year,No,Credit card,101.5,1939.0,3,Yes
CUST00893,Male,0,Yes,No,38,Yes,No,DSL,No,No,Yes,Month-to-month,No,Mailed check,81.61,3132.63,4,No
CUST00894,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Credit card,115.67,8251.1,3,No
CUST00895,Female,1,No,No,33,Yes,No,Fiber optic,No internet service,No internet service,Yes,One year,Yes,Bank transfer,110.26,3682.84,0,No
CUST00896,Female,0,No,No,56,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,33.42,1908.36,0,No
CUST00897,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Two year,No,Bank transfer,22.34,430.94,0,No
CUST00898,Female,0,No,Yes,70,Yes,No phone service,No,No,No internet service,No,One year,Yes,Bank transfer,58.71,4143.36,3,No
CUST00899,Male,0,Yes,No,30,Yes,No phone service,DSL,No internet service,No,Yes,Two year,Yes,Credit card,71.25,2161.76,1,No
CUST00900,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,No,Mailed check,70.59,2764.35,3,Yes
CUST00901,Male,0,No,Yes,13,Yes,No phone service,DSL,No,No internet service,No internet service,Two year,No,Electronic check,31.68,455.95,0,No
CUST00902,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,No,Mailed check,30.73,1132.91,0,No
CUST00903,Female,0,Yes,Yes,43,Yes,No phone service,DSL,No,No internet service,Yes,Two year,No,Electronic check,22.78,1009.26,1,No
CUST00904,Male,0,Yes,No,8,Yes,No,DSL,No internet service,No,Yes,Month-to-month,No,Mailed check,104.79,887.83,4,Yes
CUST00905,Male,0,No,Yes,57,Yes,No,DSL,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,114.67,6585.44,2,Yes
CUST00906,Female,0,No,Yes,19,Yes,No,DSL,No internet service,No internet service,Yes,One year,Yes,Bank transfer,29.8,595.52,5,No
CUST00907,Female,0,No,Yes,49,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card,39.74,1948.96,3,No
CUST00908,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.17,536.04,3,Yes
CUST00909,Male,1,No,No,35,Yes,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,107.51,3809.71,1,No
CUST00910,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Credit card,115.79,3024.96,3,Yes
CUST00911,Male,0,Yes,No,71,No,No phone service,DSL,No internet service,Yes,Yes,One year,No,Mailed check,44.7,3223.66,1,No
CUST00912,Male,0,Yes,No,31,Yes,No,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,48.97,1522.29,1,No
CUST00913,Male,0,No,Yes,0,Yes,No phone service,DSL,No,No internet service,No,Two year,Yes,Mailed check,54.99,28.41,6,No
CUST00914,Female,0,No,Yes,16,Yes,Yes,DSL,No,Yes,Yes,One year,Yes,Credit card,69.25,1133.77,3,No
CUST00915,Female,0,No,Yes,8,No,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,87.61,713.65,1,No
CUST00916,Female,1,No,Yes,44,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,69.45,3103.23,1,No
CUST00917,Female,0,No,No,65,No,Yes,Fiber optic,No,Yes,No,One year,Yes,Mailed check,115.0,7505.96,2,No
CUST00918,Female,0,Yes,No,31,Yes,No phone service,DSL,No,No internet service,No,Month-to-month,No,Electronic check,28.19,885.4,0,Yes
CUST00919,Female,0,Yes,No,44,Yes,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,99.46,4395.44,1,No
CUST00920,Female,0,No,No,8,Yes,No phone service,DSL,Yes,No,No,One year,No,Electronic check,52.12,453.02,1,No
CUST00921,Male,0,Yes,No,29,Yes,No phone service,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,56.51,1653.67,0,No
CUST00922,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,90.3,3385.08,2,Yes
CUST00923,Male,0,No,Yes,59,Yes,No,DSL,No internet service,Yes,No,One year,Yes,Credit card,112.8,6663.48,1,No
CUST00924,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,91.05,13.23,1,No
CUST00925,Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,97.14,395.8,2,Yes
CUST00926,Male,1,Yes,Yes,62,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,94.58,5869.17,0,No
CUST00927,Male,0,No,No,35,No,No phone service,No,No internet service,No,No,One year,No,Credit card,50.74,1790.92,0,No
CUST00928,Female,1,Yes,No,64,Yes,No,Fiber optic,No internet service,No,No,One year,Yes,Credit card,95.21,6143.4,1,No
CUST00929,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,Yes,One year,Yes,Credit card,98.02,7062.16,2,No
CUST00930,Male,1,No,No,23,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,72.41,1676.08,2,Yes
CUST00931,Male,0,Yes,No,3,Yes,No phone service,DSL,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,72.75,231.83,0,Yes
CUST00932,Female,0,Yes,Yes,67,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,95.49,6428.79,1,No
CUST00933,Male,1,No,No,24,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,101.34,2469.43,1,Yes
CUST00934,Male,0,No,Yes,6,No,No,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,52.39,351.94,2,No
CUST00935,Female,1,Yes,No,12,Yes,No,DSL,No internet service,Yes,No,Month-to-month,No,Credit card,99.76,,0,Yes
CUST00936,Male,0,No,No,67,Yes,No phone service,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,101.05,6802.94,0,No
CUST00937,Female,0,Yes,No,42,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,41.88,1790.5,2,No
CUST00938,Male,0,No,No,56,Yes,No,DSL,No internet service,No,No internet service,One year,Yes,Mailed check,91.13,5129.16,3,No
CUST00939,Female,0,No,No,35,No,Yes,DSL,Yes,No internet service,Yes,One year,No,Credit card,37.03,1315.01,3,No
CUST00940,Female,0,No,No,13,Yes,Yes,Fiber optic,No internet service,No,No internet service,One year,Yes,Electronic check,27.49,397.24,0,Yes
CUST00941,Female,0,No,No,71,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Electronic check,76.6,5455.79,2,No
CUST00942,Male,0,Yes,No,26,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.68,2889.18,2,No
CUST00943,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,21.62,793.82,0,No
CUST00944,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.3,7182.98,0,Yes
CUST00945,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,No internet service,One year,Yes,Mailed check,69.66,1682.54,1,No
CUST00946,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No internet service,No internet service,One year,Yes,Credit card,105.81,7013.84,0,No
CUST00947,Male,0,Yes,Yes,3,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,104.03,356.3,1,No
CUST00948,Female,0,No,Yes,15,Yes,No phone service,DSL,Yes,Yes,No internet service,One year,Yes,Credit card,107.28,1638.97,2,Yes
CUST00949,Female,0,No,No,18,Yes,Yes,DSL,No internet service,Yes,Yes,One year,No,Credit card,96.43,1758.07,0,No
CUST00950,Male,0,No,Yes,28,Yes,No,No,No,Yes,No internet service,Two year,No,Mailed check,103.99,2951.56,2,No
CUST00951,Male,0,No,No,50,Yes,No phone service,Fiber optic,No internet service,No,No internet service,One year,Yes,Credit card,35.95,1834.9,2,No
CUST00952,Female,1,No,No,17,Yes,No phone service,Fiber optic,No internet service,Yes,No,One year,Yes,Mailed check,48.99,851.18,1,Yes
CUST00953,Male,0,No,No,57,Yes,No phone service,Fiber optic,No internet service,No,No,Month-to-month,No,Mailed check,42.73,2465.82,1,Yes
CUST00954,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No internet service,No internet service,No,One year,No,Credit card,93.73,4066.88,2,No
CUST00955,Male,0,No,No,15,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,Credit card,33.67,517.32,1,No
CUST00956,Male,0,No,No,64,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Credit card,36.59,2360.07,0,Yes
CUST00957,Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,Yes,One year,Yes,Mailed check,107.65,112.94,4,Yes
CUST00958,Male,0,No,No,55,No,Yes,DSL,Yes,No,No,One year,Yes,Bank transfer,90.0,4999.38,1,No
CUST00959,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,107.29,2901.12,4,Yes
CUST00960,Male,0,No,No,64,Yes,No phone service,Fiber optic,No,No,No internet service,One year,No,Bank transfer,32.21,2069.87,3,No
CUST00961,Male,1,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card,58.7,258.79,2,Yes
CUST00962,Male,1,Yes,No,21,Yes,No,Fiber optic,No internet service,No internet service,Yes,Two year,Yes,Mailed check,46.88,1027.74,2,No
CUST00963,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Credit card,18.99,245.67,2,Yes
CUST00964,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,47.02,3047.71,0,Yes
CUST00965,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Bank transfer,56.72,884.6,2,Yes
CUST00966,Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Mailed check,27.41,1758.76,3,No
CUST00967,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Mailed check,75.78,2391.43,1,Yes
CUST00968,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,57.08,2854.71,0,No
CUST00969,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,22.74,1342.64,1,Yes
CUST00970,Male,0,No,No,45,Yes,No phone service,Fiber optic,No,No internet service,Yes,Month-to-month,No,Electronic check,89.81,4082.91,1,Yes
CUST00971,Female,0,No,Yes,51,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Electronic check,92.39,4758.78,3,Yes
CUST00972,Male,1,No,No,62,Yes,No phone service,Fiber optic,No,No internet service,No,Two year,Yes,Credit card,103.12,6433.12,1,No
CUST00973,Male,1,Yes,Yes,59,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Two year,No,Bank transfer,67.53,4028.2,2,No
CUST00974,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No internet service,One year,Yes,Bank transfer,116.8,7485.35,2,No
CUST00975,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,No,Credit card,111.23,6022.38,2,No
CUST00976,Female,1,Yes,No,56,Yes,No,DSL,No internet service,No,Yes,Month-to-month,Yes,Credit card,74.24,4173.2,1,Yes
CUST00977,Female,0,No,No,70,Yes,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,63.39,4442.76,1,No
CUST00978,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,Month-to-month,No,Electronic check,18.31,1354.8,2,No
CUST00979,Female,0,No,No,25,Yes,No,DSL,Yes,No,No,One year,Yes,Credit card,90.52,2269.81,1,No
CUST00980,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,No internet service,Two year,Yes,Bank transfer,75.63,834.56,2,No
CUST00981,Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,No,One year,No,Credit card,113.63,7992.87,2,No
CUST00982,Female,1,No,No,45,Yes,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Mailed check,78.61,3582.68,2,Yes
CUST00983,Female,1,No,No,46,Yes,Yes,Fiber optic,No internet service,No,Yes,One year,No,Bank transfer,119.27,5524.63,4,Yes
CUST00984,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,105.09,,0,No
CUST00985,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,115.27,2335.18,2,Yes
CUST00986,Female,1,No,No,13,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,51.42,712.85,0,Yes
CUST00987,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,Yes,No,Month-to-month,No,Electronic check,33.23,58.07,2,Yes
CUST00988,Female,1,No,No,71,Yes,No phone service,Fiber optic,No internet service,Yes,No,One year,No,Bank transfer,99.28,7098.3,1,No
CUST00989,Female,0,No,Yes,69,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,98.19,6780.28,1,Yes
CUST00990,Female,0,Yes,Yes,32,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,39.57,1306.7,2,No
CUST00991,Female,0,No,No,5,No,No phone service,DSL,Yes,No internet service,No internet service,One year,Yes,Electronic check,96.0,512.07,2,Yes
CUST00992,Female,0,No,Yes,36,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,77.36,2813.99,2,No
CUST00993,Female,0,No,Yes,13,Yes,No phone service,DSL,No internet service,No internet service,No,Month-to-month,No,Bank transfer,29.17,415.5,0,No
CUST00994,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,No,No internet service,Month-to-month,No,Electronic check,69.18,2532.49,2,Yes
CUST00995,Female,0,No,No,7,Yes,No phone service,DSL,No internet service,No,Yes,Month-to-month,Yes,Mailed check,112.98,834.0,2,Yes
CUST00996,Male,0,No,No,12,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Credit card,69.66,844.69,2,No
CUST00997,Male,0,Yes,No,39,Yes,Yes,DSL,No internet service,Yes,Yes,Month-to-month,No,Credit card,98.45,3849.4,0,No
CUST00998,Female,1,No,No,57,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,20.95,1194.96,3,No
CUST00999,Female,1,No,No,17,Yes,No,No,No,Yes,No,Two year,No,Credit card,92.26,1575.01,1,No
CUST01000,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,114.58,6429.67,2,No
CUST01001,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No internet service,Yes,Two year,No,Mailed check,68.95,2587.2,6,No
CUST01002,Male,0,No,Yes,31,Yes,No phone service,No,No,No,Yes,Month-to-month,No,Bank transfer,52.45,1649.74,1,Yes
CUST01003,Male,0,Yes,No,65,Yes,No phone service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,83.96,5495.3,1,No
CUST01004,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,111.46,2699.37,2,Yes
CUST01005,Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,36.03,2081.49,0,No
CUST01006,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No internet service,Two year,No,Electronic check,59.18,1899.31,1,Yes
CUST01007,Female,1,No,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,33.94,2244.93,3,No
CUST01008,Male,0,No,Yes,29,Yes,No phone service,DSL,No,Yes,No,Month-to-month,Yes,Credit card,68.66,2029.05,0,Yes
CUST01009,Female,1,Yes,Yes,33,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Mailed check,73.12,2428.34,2,Yes
CUST01010,Female,1,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,114.31,7789.51,0,Yes
CUST01011,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,60.08,2834.74,0,No
CUST01012,Male,1,Yes,No,39,Yes,Yes,Fiber optic,Yes,No internet service,No,One year,Yes,Electronic check,75.83,2998.06,1,No
CUST01013,Female,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card,108.3,5452.35,3,No
CUST01014,Male,0,Yes,Yes,12,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,50.78,639.82,4,No
CUST01015,Male,0,Yes,No,30,No,No,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Electronic check,86.76,2614.74,0,Yes
CUST01016,Female,1,Yes,No,38,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.23,3627.33,4,No
CUST01017,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,51.71,3208.53,2,Yes
CUST01018,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Mailed check,34.76,1636.0,0,No
CUST01019,Female,0,No,No,47,Yes,No,DSL,Yes,No internet service,No internet service,Two year,Yes,Electronic check,69.3,3266.46,1,No
CUST01020,Male,0,Yes,No,60,Yes,No phone service,DSL,No,Yes,Yes,One year,Yes,Electronic check,54.39,3268.43,1,No
CUST01021,Male,0,No,No,11,Yes,No,Fiber optic,No internet service,Yes,No internet service,One year,No,Mailed check,45.18,524.79,3,Yes
CUST01022,Male,0,Yes,No,55,Yes,No phone service,DSL,No internet service,No internet service,No,Month-to-month,No,Electronic check,117.29,6468.85,1,Yes
CUST01023,Female,0,Yes,No,17,Yes,No phone service,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.22,1198.99,1,No
CUST01024,Female,0,Yes,No,26,Yes,No phone service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,105.36,2769.06,1,Yes
CUST01025,Female,0,Yes,No,27,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,37.92,1056.8,1,No
CUST01026,Female,0,Yes,No,51,Yes,No phone service,DSL,No,No internet service,Yes,One year,No,Bank transfer,113.82,5837.23,1,Yes
CUST01027,Female,0,Yes,Yes,15,No,No,DSL,No,Yes,No internet service,Month-to-month,No,Credit card,99.03,1498.49,2,Yes
CUST01028,Male,1,Yes,No,57,Yes,No,DSL,No,No internet service,No internet service,One year,Yes,Mailed check,100.49,5768.41,2,No
CUST01029,Male,0,Yes,No,8,Yes,No,DSL,No internet service,Yes,Yes,Two year,No,Mailed check,57.76,507.97,0,No
CUST01030,Male,1,No,Yes,25,Yes,No phone service,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,67.53,1704.05,3,No
CUST01031,Male,0,Yes,No,27,Yes,No phone service,DSL,No,No internet service,Yes,One year,No,Credit card,78.52,2120.89,3,No
CUST01032,Female,0,No,Yes,35,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,98.56,3494.56,1,No
CUST01033,Male,0,Yes,No,8,Yes,No phone service,DSL,Yes,No,No internet service,One year,No,Electronic check,104.6,882.98,0,No
CUST01034,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No,No internet service,One year,Yes,Credit card,25.96,1196.71,1,No
